IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
23059;JAMON DE BELLOTA 100% IBERICO;MANUEL ANGEL RODRIGUEZ E HIJOS;2212;CHARCUTERIA;CURADOS;JAMON IBERICO;D.O.P. JAMON DE GUIJUELO;
23686;JAMON DE BELLOTA IBERICO;MANUEL ANGEL RODRIGUEZ, S.L.;2212;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23688;PALETA DE BELLOTA IBERICA;MANUEL ANGEL RODRIGUEZ E HIJOS;2212;CHARCUTERIA;CURADOS;PALETA IBERICA;D.O.P. JAMON DE GUIJUELO;
23689;PALETA DE BELLOTA IBERICA;MANUEL ANGEL RODRIGUEZ, S.L.;2212;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23690;LOMO DE BELLOTA IBERICO;MANUEL ANGEL RODRIGUEZ, S.L.;2212;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23694;PALETA DE CEBO IBERICA;MANUEL ANGEL RODRIGUEZ, S.L.;2212;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23695;LOMO DE CEBO IBERICO;MANUEL ANGEL RODRIGUEZ, S.L.;2212;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
31704;YOGUR;CYNARA;335;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
22998;JAMON DE CEBO 100% IBERICO;JULIAN RAMOS TABARES, S.L.;15050;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23707;LOMO DE CEBO IBERICO;JULIAN RAMOS TABARES, S.L.;15050;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23709;LOMO DE BELLOTA IBERICO;JULIAN RAMOS TABARES, S.L.;15050;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
15435;VINO BLANCO;HACIENDA SAEL;3263;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
39443;VINO TINTO;HACIENDA ELSA;3263;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
296;SALCHICHON;LA ALCANCIA;1987;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
24438;PALETA DE CEBO DE CAMPO IBERICA;LA ROSA IBERICA;34310;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24440;PALETA DE BELLOTA IBERICA;LA ROSA IBERICA;34310;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24447;LOMO DE CEBO IBERICO;LA ROSA IBERICA;34310;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24448;LOMO DE CEBO DE CAMPO IBERICO;LA ROSA IBERICA;34310;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24462;JAMON DE CEBO DE CAMPO IBERICO;LA ROSA IBERICA;34310;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
22781;QUESO DE OVEJA CURADO FUNDIDO;QUESERIA LOS PAYUELOS;33420;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FUNDIDO Y CREMAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20224;JAMON DE CEBO IBERICO;CREGO IBERICOS;11325;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
20230;LOMO DE CEBO IBERICO;CREGO IBERICOS;11325;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
20241;JAMON DE CEBO DE CAMPO IBERICO;CREGO IBERICOS;11325;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
20261;PALETA DE BELLOTA 100% IBERICA;CREGO IBERICOS;11325;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
20277;LOMO DE CEBO DE CAMPO 100% IBERICO;CREGO IBERICOS;11325;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
615;QUESO DE OVEJA LECHE CRUDA;GARCIA CALVO;1507;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;M.G. QUESO ARRIBES DE SALAMANCA;
1417;HORNAZOS;ROSQUILLAS LEDESMINAS GDG;2904;PLATOS PREPARADOS;PANIFICADOS;HORNAZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1418;MANTECADOS;ROSQUILLAS LEDESMINAS GDG;2904;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;MANTECADOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1422;ROSQUILLAS FRITAS;ROSQUILLAS LEDESMINAS GDG;2904;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
41144;QUESO DE OVEJA MADURADO GRASO;CARLOS NAVAS;33337;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
432;CHORIZO EXTRA DULCE;FERJU;1227;CHARCUTERIA;EMBUTIDOS;CHORIZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
6080;SALCHICHON;FERJU;1227;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
35167;LACON CURADO;FERJU;1227;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4752;ROSQUILLAS NEVADAS;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4753;HOJALDRITOS;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;HOJALDRES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4755;PASTAS PALOTES;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13609;MANTECADAS DE CANELA;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;MANTECADOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29529;ROSQUILLAS FRITAS;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29532;EMPANADA DE ATUN;SOLES DE GREDOS;2099;PLATOS PREPARADOS;PANIFICADOS;EMPANADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29534;COOKIES CHOCOLATE;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;GALLETAS;GALLETAS ESPECIALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29535;COOKIES DE NUECES;SOLES DE GREDOS;2099;PANADERIA Y REPOSTERIA;GALLETAS;GALLETAS ESPECIALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
31575;LENTEJA COCIDA;LEGUMBRES EL PEREGRINO;31180;CONSERVAS;LEGUMBRES COCIDAS;LENTEJA COCIDA;PROTOCOLO PRIVADO (IFS);
31576;ALUBIA RIÑON COCIDA;LEGUMBRES EL PEREGRINO;31180;CONSERVAS;LEGUMBRES COCIDAS;ALUBIA COCIDA;PROTOCOLO PRIVADO (IFS);
31577;ALUBIA RIÑON COCIDA;POLIFER;31180;CONSERVAS;LEGUMBRES COCIDAS;ALUBIA COCIDA;PROTOCOLO PRIVADO (IFS);
48370;LOMO EN ACEITE;SAN IGNACIO;1285;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48371;COSTILLA FRESCA ADOBADA;SAN IGNACIO;1285;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48373;CHORIZO EN ACEITE;SAN IGNACIO;1285;CHARCUTERIA;EMBUTIDOS;CHORIZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48374;CABECERO DE LOMO EMBUCHADO;SAN IGNACIO;1285;CHARCUTERIA;EMBUTIDOS;LOMO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48376;COSTILLA CURADA ADOBADA;SAN IGNACIO;1285;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48378;PANCETA FRESCA ADOBADA;SAN IGNACIO;1285;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26496;JAMON DE BELLOTA 100% IBERICO;PINANTE;2981;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26498;JAMON DE CEBO DE CAMPO IBERICO;PINANTE;2981;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26499;JAMON DE CEBO IBERICO;PINANTE;2981;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
5674;VINO TINTO RESERVA;SEÑORIO DE BOCOS;3072;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
5677;VINO TINTO BARRICA;AUTOR DE BOCOS;3072;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
20424;VINO ROSADO;SEÑORIO DE BOCOS;3072;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. TIERRA DEL VINO DE ZAMORA;
29299;VINO TINTO ROBLE;ESCUDERO DE BOCOS;3072;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TIERRA DEL VINO DE ZAMORA;
48575;COBERTURA DE CHOCOLATE BLANCO;TRAPA;33646;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;TABLETAS;PROTOCOLO PRIVADO (IFS);
48577;COBERTURA DE CHOCOLATE NEGRO;TRAPA;33646;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;TABLETAS;PROTOCOLO PRIVADO (IFS);
19485;QUESO DE CABRA MADURADO CON MOHOS;HIRCUS;32723;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48039;MIEL CON CANELA;MIEL DE LEON;36931;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48044;MIEL CON PROPOLEO;MIEL DE LEON;36931;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48047;MIEL CON CANELA;MIEL COTA 1000;36931;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48048;MIEL CON POLEN Y JALEA REAL;MIEL COTA 1000;36931;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48363;QUESO DE LECHE CRUDA DE OVEJA CON TRUFA;MONCEDILLO;33184;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48364;QUESO DE LECHE CRUDA DE OVEJA TIERNO;MONCEDILLO;33184;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
45304;POLVORONES;EL TORO;40395;PANADERIA Y REPOSTERIA;PRODUCTOS NAVIDEÑOS;POLVORON;PROTOCOLO PRIVADO (IFS);
26624;PALETA DE CEBO DE CAMPO IBERICA;JIBER;1941;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26625;JAMON DE CEBO DE CAMPO IBERICO;JIBER;1941;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
19495;LAZO DE HOJALDRE;VIRGEN DEL BREZO;2765;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;HOJALDRES;PROTOCOLO PRIVADO (IFS);
19498;LAZO DE HOJALDRE RAYADO AL CACAO;VIRGEN DEL BREZO;2765;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;HOJALDRES;PROTOCOLO PRIVADO (IFS);
30492;OLLA DE LOMO FRITO;ERESMA DE LA GRANJA A TU MESA;964;CONSERVAS;CONSERVAS DE CARNE;CONSERVAS DE PORCINO;PLIEGO DE CONDICIONES DE PRODUCTO;
30496;PALETA DE CEBO 100% IBERICA;ERESMA DE LA GRANJA A TU MESA;964;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
30500;JAMON DE CEBO 100% IBERICO;ERESMA DE LA GRANJA A TU MESA;964;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
30501;CARNE DE CERDO IBERICO;ERESMA DE LA GRANJA A TU MESA;964;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
10857;ACEITE DE OLIVA VIRGEN EXTRA;EL PUENTE DE GREDOS;1021;ALIMENTACION GENERAL;ACEITES;ACEITE DE OLIVA;PLIEGO DE CONDICIONES DE PRODUCTO;
23276;MORA;ONUBAFRUIT;35896;FRUTAS;PEQUEÑOS FRUTOS;MORA;PROTOCOLO PRIVADO (GLOBAL GAP);
23279;FRESA;ONUBAFRUIT;35896;FRUTAS;FRESA Y FRESON;FRESA;PROTOCOLO PRIVADO (GLOBAL GAP);
14068;VINO TINTO JOVEN;DOBLE R;428;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
14070;VINO TINTO ROBLE;DOBLE R;428;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
14071;VINO TINTO CRIANZA;DOBLE R;428;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
3356;VINO ROSADO;MONTE PINADILLO;429;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
3358;VINO TINTO CRIANZA;CERRO PIÑEL;429;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
3359;VINO TINTO ROBLE;CERRO PIÑEL;429;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
3363;VINO TINTO CRIANZA;MONTE PINADILLO;429;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
33406;VINO TINTO RESERVA;MONTE PINADILLO;429;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
33864;HUEVOS XL;EL GRANJERO;2727;ALIMENTACION GENERAL;HUEVOS Y SUBPRODUCTOS;HUEVOS;PLIEGO DE CONDICIONES DE PRODUCTO;
33866;HUEVOS M;EL GRANJERO;2727;ALIMENTACION GENERAL;HUEVOS Y SUBPRODUCTOS;HUEVOS;PLIEGO DE CONDICIONES DE PRODUCTO;
24;GARBANZO;ECOMANJAR;1178;ALIMENTACION GENERAL;LEGUMBRES SECAS;GARBANZOS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
25;PATATA;ECOMANJAR;1178;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; PROTOCOLO PRIVADO (GLOBAL GAP)";
3515;JAMON SERRANO;MIRASIERRA;2407;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
25221;PALETA DE CEBO IBERICA;MIRASIERRA;2407;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
25225;PALETA DE CEBO IBERICA;NARCISO POSTIGO;2407;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
22537;QUESO DE CABRA SEMICURADO AL ROMERO;QUESOS DEL ALBERCHE VAILECUS;36233;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
515;VINO ROSADO;PEREGRINO;1594;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. LEON;
13532;VINO ROSADO;INICIO;1594;BEBIDAS;VINOS;VINO ROSADO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
13533;VINO BLANCO;INICIO;1594;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
23524;LOMO DE CEBO 100% IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23525;LOMO DE CEBO IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23532;JAMON DE CEBO DE CAMPO 100% IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23533;JAMON DE BELLOTA 100% IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23534;JAMON DE CEBO 100% IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23535;JAMON DE BELLOTA IBERICO;IBERICOS JOSE LUIS ALONSO BENITO;1950;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25946;LOMO DE CEBO DE CAMPO IBERICO;LOS HIDALGO JAMON IBERICO, S.L.;36891;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25948;LOMO DE CEBO IBERICO;LOS HIDALGO JAMON IBERICO, S.L.;36891;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25950;JAMON DE CEBO IBERICO;LOS HIDALGO JAMON IBERICO, S.L.;36891;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26481;LOMO DE CEBO DE CAMPO IBERICO;DON ULPIANO;36971;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
31135;LOMO DE BELLOTA IBERICO;DON ULPIANO;36971;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
31136;JAMON DE BELLOTA 100% IBERICO;DON ULPIANO;36971;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28702;PALETA DE CEBO IBERICA;G GOURMET;37713;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
28705;JAMON DE CEBO DE CAMPO 100% IBERICO;G GOURMET;37713;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28706;JAMON DE BELLOTA IBERICO;G GOURMET;37713;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28708;CARNE DE CERDO IBERICO;G GOURMET;37713;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
33704;CARNE DE CERDO IBERICO;DEL ALMA;37713;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
31321;TOMATE;HORTOBEST SABOR TRADICIONAL;33220;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;TOMATE Y OTROS FRUTOS VEGETALES;TOMATE;PROTOCOLO PRIVADO (GLOBAL GAP);
32370;PALETA DE BELLOTA IBERICA;HERMANOS MARCOS HERMANOS MARCOS;1215;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
32372;JAMON DE CEBO DE CAMPO IBERICO;HERMANOS MARCOS HERMANOS MARCOS;1215;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
32377;LOMO DE CEBO DE CAMPO 100% IBERICO;HERMANOS MARCOS HERMANOS MARCOS;1215;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
32384;PALETA DE CEBO IBERICA;HERMANOS MARCOS HERMANOS MARCOS;1215;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
32385;PALETA DE CEBO DE CAMPO IBERICA;HERMANOS MARCOS HERMANOS MARCOS;1215;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
14140;VINO BLANCO VERDEJO;VALDEGALINDO;33280;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. RUEDA;
9384;CARNE DE CERDO IBERICO;INDUSTRIAS CARNICAS PEREZ MALMIERCA, SL;1852;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
20212;LOMO DE BELLOTA IBERICO;INDUSTRIAS CARNICAS PEREZ MALMIERCA, SL;1852;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
20214;PALETA DE CEBO DE CAMPO IBERICA;INDUSTRIAS CARNICAS PEREZ MALMIERCA, SL;1852;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
20220;PALETA DE CEBO DE CAMPO 100% IBERICA;INDUSTRIAS CARNICAS PEREZ MALMIERCA, SL;1852;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
20222;PALETA DE CEBO 100% IBERICA;INDUSTRIAS CARNICAS PEREZ MALMIERCA, SL;1852;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
32283;PALETA DE BELLOTA IBERICA;EMBUTIDOS GONZALEZ PERRINO;1996;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
35803;QUESO DE OVEJA CON TRUFA;MONTEQUESOS;2795;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42963;MERMELADA EXTRA DE ZARZAMORAS;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42966;MERMELADA EXTRA DE MANDARINA;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE CITRICOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42967;MERMELADA EXTRA DE CEBOLLA CON VERMUT ROJO;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42969;MERMELADA EXTRA DE NARANJA;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE CITRICOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42971;CARNE DE MEMBRILLO CON NUECES;MERMELARTE DEL TIETAR;40175;CONSERVAS;CONSERVAS DE FRUTAS Y DULCES;DULCES DE MEMBRILLO Y FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42973;CEREZAS EN AGUARDIENTE;MERMELARTE DEL TIETAR;40175;CONSERVAS;CONSERVAS DE FRUTAS Y DULCES;CONSERVAS DE CEREZA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42977;HIGOS EN ORUJO;MERMELARTE DEL TIETAR;40175;CONSERVAS;CONSERVAS DE FRUTAS Y DULCES;CONSERVAS DE HIGO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42979;MERMELADA EXTRA DE HIGOS CON NUECES;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42981;MERMELADA EXTRA DE PIMIENTO ROJO ASADO EN LEÑA;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS VEGETALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42984;CREMA DE CASTAÑAS CON PACHARAN;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42985;MERMELADA EXTRA DE ALBARICOQUE;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42986;MERMELADA EXTRA DE MELOCOTON CON LAVANDA;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE  MELOCOTON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42989;MERMELADA EXTRA DE MANZANA DATILES Y CANELA;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
42991;MERMELADA EXTRA DE PERAS AL VINO;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE OTRAS FRUTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
45587;CONDIMENTO DE ACEITE DE OLIVA CON ROMERO;MERMELARTE DEL TIETAR;40175;ALIMENTACION GENERAL;ACEITES;ACEITES ESPECIALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
45588;CONDIMENTO DE ACEITE DE OLIVA CON 5 PIMIENTAS;MERMELARTE DEL TIETAR;40175;ALIMENTACION GENERAL;ACEITES;ACEITE DE OLIVA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
45807;MERMELADA EXTRA DE MANDARINA CON CEREZAS EN AGUARDIENTE;MERMELARTE DEL TIETAR;40175;CONSERVAS;MERMELADAS Y CONFITURAS;MERMELADAS DE CITRICOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
10656;MORCILLA DE ARROZ;EMBUTIDOS BURGOS;31940;CHARCUTERIA;COCIDOS;MORCILLA;PROTOCOLO PRIVADO (IFS);
13182;MORCILLA DE ARROZ;COMABU;31940;CHARCUTERIA;COCIDOS;MORCILLA;PROTOCOLO PRIVADO (IFS);
